Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6759,Butt Ugly Martians: B.K.M. Battles,gba,2002.0,action,vivendi games,0.18,0.07,0.0,0.0,0.25
6760,Major League Baseball 2K7,ps3,2007.0,sports,spike,0.23,0.0,0.0,0.02,0.25
6761,X-Men Legends II: Rise of Apocalypse,gc,2005.0,role-playing,activision,0.19,0.05,0.0,0.01,0.25
6762,Sorry! / Aggravation / Scrabble Junior,gba,2005.0,misc,zoo digital publishing,0.18,0.07,0.0,0.0,0.25
6763,Driver '76,psp,2007.0,racing,ubisoft,0.03,0.14,0.0,0.08,0.25
6764,Turning Point: Fall of Liberty,ps3,2008.0,shooter,codemasters,0.21,0.01,0.0,0.02,0.25
6765,NBA Courtside 2002,gc,2002.0,sports,nintendo,0.19,0.05,0.0,0.01,0.25
6766,How to Train Your Dragon 2,3ds,2014.0,adventure,little orbit,0.04,0.19,0.0,0.02,0.25
6767,The Adventures of Tintin: The Game,x360,2011.0,action,ubisoft,0.07,0.14,0.0,0.03,0.25
6768,Classic NES Series: Excitebike,gba,2004.0,racing,nintendo,0.11,0.04,0.1,0.01,0.25
6769,Classic NES Series: Xevious,gba,2004.0,shooter,nintendo,0.08,0.03,0.12,0.01,0.25
6770,Avatar: The Last Airbender - Into the Inferno,ps2,2008.0,adventure,thq,0.12,0.09,0.0,0.03,0.25
6771,Disney's Planes,ds,2013.0,simulation,disney interactive studios,0.13,0.1,0.0,0.02,0.25
6772,Dora the Explorer: Journey to the Purple Planet,ps2,2005.0,adventure,global star,0.12,0.09,0.0,0.03,0.24
6773,Tales of Hearts,ds,2008.0,role-playing,namco bandai games,0.0,0.0,0.24,0.0,0.24
6774,Digimon World: Data Squad,ps2,2006.0,role-playing,namco bandai games,0.12,0.09,0.0,0.03,0.24
6775,Dynasty Warriors 7,x360,2011.0,action,tecmo koei,0.16,0.07,0.0,0.02,0.24
6776,Catz,gba,2005.0,simulation,ubisoft,0.18,0.06,0.0,0.0,0.24
6777,Jikkyou Powerful Pro Yakyuu 2001,ps,2001.0,sports,konami digital entertainment,0.0,0.0,0.23,0.02,0.24
6778,Transformers: War for Cybertron (DS Version),ds,2010.0,shooter,activision,0.22,0.01,0.0,0.02,0.24
6779,Mega Man X Collection,ps2,2009.0,misc,unknown,0.12,0.09,0.0,0.03,0.24
6780,Trials Fusion,xone,2014.0,racing,ubisoft,0.12,0.1,0.0,0.02,0.24
6781,LEGO Ninjago: Shadow of Ronin,psv,2015.0,action,warner bros. interactive entertainment,0.03,0.16,0.0,0.05,0.24
6782,Avalon Code,ds,2008.0,role-playing,rising star games,0.11,0.0,0.12,0.01,0.24
6783,That's So Raven: Psychic on the Scene,ds,2006.0,adventure,disney interactive studios,0.23,0.0,0.0,0.02,0.24
6784,Monster Jam: Path of Destruction,ps3,2010.0,racing,activision,0.21,0.02,0.0,0.02,0.24
6785,Tongari Boushi to Oshare na Mahou Tsukai,ds,2011.0,action,konami digital entertainment,0.0,0.0,0.24,0.0,0.24
6786,Panzer General,ps,1995.0,strategy,mindscape,0.14,0.09,0.0,0.02,0.24
6787,Broken Sword: Shadow of the Templars - The Director's Cut,wii,2009.0,adventure,ubisoft,0.12,0.1,0.0,0.02,0.24
6788,Gallop Racer (JP),ps,1996.0,sports,tecmo koei,0.04,0.03,0.16,0.02,0.24
6789,Spawn the Eternal,ps,1997.0,action,sony computer entertainment,0.14,0.09,0.0,0.02,0.24
6790,MLB,psp,2005.0,sports,sony computer entertainment,0.23,0.0,0.0,0.02,0.24
6791,Army Men: Sarge's Heroes 2,ps,2000.0,shooter,3do,0.14,0.09,0.0,0.02,0.24
6792,Command & Conquer 3: Kane's Wrath,x360,2008.0,strategy,electronic arts,0.16,0.06,0.0,0.02,0.24
6793,Dreamcast Collection,x360,2011.0,misc,sega,0.16,0.07,0.0,0.02,0.24
6794,Madden NFL 13,wiiu,2012.0,sports,electronic arts,0.22,0.0,0.0,0.02,0.24
6795,Corpse Party: Blood Drive,psv,2014.0,adventure,marvelous interactive,0.11,0.03,0.06,0.05,0.24
6796,Homefront,pc,2011.0,shooter,thq,0.11,0.1,0.0,0.03,0.24
6797,Disney Stitch Jam,ds,2009.0,misc,disney interactive studios,0.08,0.0,0.16,0.0,0.24
6798,Bakugan: Battle Brawlers,x360,2009.0,action,activision,0.2,0.02,0.0,0.02,0.24
6799,Britney's Dance Beat,ps2,2002.0,misc,thq,0.12,0.09,0.0,0.03,0.24
6800,Guitar Freaks,ps,1999.0,simulation,konami digital entertainment,0.0,0.0,0.23,0.02,0.24
6801,World Soccer Winning Eleven 7,ps2,2003.0,sports,konami digital entertainment,0.12,0.09,0.0,0.03,0.24
6802,Ace Combat: Assault Horizon Legacy,3ds,2011.0,simulation,namco bandai games,0.1,0.06,0.08,0.01,0.24
6803,Cabela's Outdoor Adventures (2009),x360,2009.0,sports,activision value,0.23,0.0,0.0,0.02,0.24
6804,SRS: Street Racing Syndicate,xb,2004.0,racing,namco bandai games,0.18,0.05,0.0,0.01,0.24
6805,Namco Tennis Smash Court,ps,1995.0,sports,sony computer entertainment,0.0,0.0,0.23,0.02,0.24
6806,Vexx,ps2,2003.0,platform,acclaim entertainment,0.12,0.09,0.0,0.03,0.24
6807,The Incredible Hulk,ds,2008.0,action,sega,0.22,0.0,0.0,0.02,0.24
6808,BioShock 2,pc,2009.0,shooter,take-two interactive,0.02,0.19,0.0,0.04,0.24
6809,Marvel vs. Capcom Origins,ps2,2006.0,fighting,capcom,0.11,0.08,0.02,0.03,0.24
6810,Pro Yaky? Spirits 2011,psp,2011.0,sports,konami digital entertainment,0.0,0.0,0.24,0.0,0.24
6811,Imagine: Teacher Class Trip,ds,2009.0,adventure,ubisoft,0.1,0.12,0.0,0.02,0.24
6812,TimeSplitters: Future Perfect,ps2,2005.0,shooter,electronic arts,0.12,0.09,0.0,0.03,0.24
6813,Final Fantasy Fables: Chocobo Tales,ds,2006.0,adventure,ubisoft,0.11,0.01,0.12,0.01,0.24
6814,Harvest Moon: Magical Melody,gc,2005.0,simulation,ubisoft,0.19,0.05,0.0,0.01,0.24
6815,Genma Onimusha,xb,2002.0,action,capcom,0.14,0.04,0.05,0.01,0.24
6816,DK: King of Swing,gba,2005.0,platform,nintendo,0.17,0.06,0.0,0.0,0.24
6817,K-1 Revenge,ps,1997.0,fighting,xing entertainment,0.04,0.03,0.16,0.02,0.24
6818,G-Police,ps,1997.0,action,psygnosis,0.13,0.09,0.0,0.02,0.24
6819,Pure Futbol,ps3,2010.0,sports,ubisoft,0.06,0.13,0.0,0.05,0.24
6820,Spider-Man: Shattered Dimensions,wii,2010.0,action,activision,0.13,0.09,0.0,0.02,0.24
6821,Corvette,xb,2003.0,racing,tdk mediactive,0.18,0.05,0.0,0.01,0.24
6822,Atelier Meruru: Alchemist of Arland 3,ps3,2011.0,role-playing,nippon ichi software,0.05,0.0,0.18,0.01,0.24
6823,AC/DC LIVE: Rock Band Track Pack,ps3,2008.0,misc,mtv games,0.21,0.01,0.0,0.02,0.24
6824,Deca Sports 3,wii,2010.0,sports,hudson soft,0.15,0.07,0.0,0.02,0.24
6825,Harry Potter and the Goblet of Fire,ds,2005.0,action,electronic arts,0.21,0.02,0.0,0.02,0.24
6826,Midway Arcade Treasures: Extended Play,psp,2005.0,misc,midway games,0.21,0.01,0.0,0.02,0.24
6827,F1 2015,xone,2015.0,racing,codemasters,0.08,0.15,0.0,0.02,0.24
6828,Skylanders SWAP Force,3ds,2013.0,platform,activision,0.1,0.12,0.0,0.02,0.24
6829,Bass Pro Shops: The Hunt,wii,2010.0,sports,xs games,0.23,0.0,0.0,0.02,0.24
6830,"What Did I Do to Deserve This, My Lord!? 2",psp,2008.0,role-playing,nippon ichi software,0.05,0.0,0.18,0.01,0.24
6831,Boogie SuperStar,wii,2008.0,misc,electronic arts,0.2,0.02,0.0,0.02,0.24
6832,Burnout 2: Point of Impact,xb,2003.0,racing,acclaim entertainment,0.18,0.05,0.0,0.01,0.24
6833,Rock Band Track Pack Volume 1,wii,2008.0,misc,mtv games,0.17,0.05,0.0,0.02,0.24
6834,Singularity,ps3,2009.0,shooter,unknown,0.17,0.04,0.01,0.03,0.24
6835,Super Monkey Ball Deluxe,ps2,2005.0,misc,sega,0.12,0.09,0.0,0.03,0.24
6836,Street Fighter X Tekken,psv,2012.0,fighting,capcom,0.14,0.05,0.01,0.04,0.24
6837,Kill.Switch,xb,2003.0,shooter,namco bandai games,0.18,0.05,0.0,0.01,0.24
6838,Ben 10 Ultimate Alien: Cosmic Destruction,psp,2010.0,platform,d3publisher,0.1,0.09,0.0,0.05,0.24
6839,Metro 2033,pc,2010.0,shooter,thq,0.0,0.19,0.0,0.05,0.24
6840,Peter Jackson's King Kong: The Official Game of the Movie,gc,2005.0,action,ubisoft,0.19,0.05,0.0,0.01,0.24
6841,Stella Glow,3ds,2015.0,role-playing,atlus,0.16,0.01,0.05,0.02,0.24
6842,Dancing With The Stars,wii,2007.0,misc,activision,0.22,0.0,0.0,0.02,0.24
6843,Summon Night 3,ps2,2003.0,role-playing,banpresto,0.0,0.0,0.24,0.0,0.24
6844,Pro Yaky? Spirits 2010,psp,2010.0,sports,konami digital entertainment,0.0,0.0,0.24,0.0,0.24
6845,The Simpsons: Road Rage,gc,2001.0,racing,electronic arts,0.19,0.05,0.0,0.01,0.24
6846,Megamind: Mega Team Unite,wii,2010.0,adventure,thq,0.16,0.06,0.0,0.02,0.24
6847,PDC World Championship Darts 2008,wii,2008.0,sports,oxygen interactive,0.02,0.21,0.0,0.01,0.24
6848,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,ps2,2006.0,misc,sega,0.0,0.0,0.24,0.0,0.24
6849,Azurik: Rise of Perathia,xb,2001.0,action,microsoft game studios,0.18,0.05,0.0,0.01,0.24
6850,Luminous Arc,ds,2007.0,role-playing,rising star games,0.16,0.0,0.06,0.01,0.24
6851,All Grown Up!: Game Boy Advance Video Volume 1,gba,2004.0,misc,unknown,0.17,0.06,0.0,0.0,0.24
6852,The Lord of the Rings: Aragorn's Quest,wii,2010.0,action,warner bros. interactive entertainment,0.17,0.05,0.0,0.02,0.24
6853,Dragon Ball Z: Sagas,xb,2005.0,fighting,atari,0.18,0.05,0.0,0.01,0.24
6854,Paws & Claws: Pet Resort,ds,2008.0,simulation,thq,0.22,0.0,0.0,0.02,0.24
6855,Grand Slam Tennis 2,ps3,2012.0,sports,electronic arts,0.09,0.11,0.0,0.04,0.24
6856,Sakura Wars: Atsuki Chishio Ni,ps2,2003.0,role-playing,sega,0.0,0.0,0.24,0.0,0.24
6857,Ms. Pac-Man: Maze Madness / Pac-Man World,gba,2005.0,puzzle,namco bandai games,0.17,0.06,0.0,0.0,0.24
6858,NHRA Championship Drag Racing,ps2,2005.0,racing,valusoft,0.12,0.09,0.0,0.03,0.24
6859,The Price is Right 2010 Edition,wii,2009.0,misc,ubisoft,0.22,0.0,0.0,0.02,0.24
6860,Monster Jam,ps2,2007.0,racing,activision,0.12,0.09,0.0,0.03,0.24
6861,Valhalla Knights,psp,2006.0,role-playing,rising star games,0.15,0.0,0.07,0.01,0.24
6862,Harvest Moon: Another Wonderful Life,gc,2004.0,role-playing,marvelous interactive,0.19,0.05,0.0,0.01,0.24
6863,NBA Live 10,psp,2009.0,sports,electronic arts,0.21,0.0,0.01,0.02,0.24
6864,The Godfather (US & Others sales),x360,2006.0,action,electronic arts,0.2,0.02,0.0,0.02,0.24
6865,Jikkyou Powerful Pro Yakyuu 15,ps2,2008.0,sports,konami digital entertainment,0.0,0.0,0.24,0.0,0.24
6866,MX vs. ATV Reflex,psp,2009.0,racing,thq,0.18,0.03,0.0,0.03,0.24
6867,Bakugan: Battle Brawlers,ps3,2009.0,action,activision,0.19,0.03,0.0,0.02,0.24
6868,Front Line,2600,1981.0,action,taito,0.22,0.01,0.0,0.0,0.24
6869,Paperboy,n64,1999.0,action,midway games,0.19,0.05,0.0,0.0,0.24
6870,South Park: Chef's Luv Shack,n64,1999.0,misc,acclaim entertainment,0.19,0.05,0.0,0.0,0.24
6871,Midway's Greatest Arcade Hits Volume 1,n64,2000.0,misc,midway games,0.19,0.05,0.0,0.0,0.24
6872,Road Rash 64,n64,1999.0,racing,thq,0.19,0.05,0.0,0.0,0.24
6873,Ready 2 Rumble Boxing: Round 2,n64,2000.0,fighting,midway games,0.19,0.05,0.0,0.0,0.24
6874,Army Men: Air Combat,n64,2000.0,action,3do,0.19,0.05,0.0,0.0,0.24
6875,Rock Band Track Pack Volume 2,wii,2008.0,misc,mtv games,0.21,0.02,0.0,0.02,0.24
6876,NCAA College Basketball 2K3,ps2,2002.0,sports,sega,0.12,0.09,0.0,0.03,0.24
6877,Mobile Suit Gundam Battlefield Record U.C.0081,ps3,2009.0,action,namco bandai games,0.0,0.0,0.24,0.0,0.24
6878,Harry Potter and the Deathly Hallows - Part 2,ds,2011.0,action,electronic arts,0.12,0.1,0.0,0.02,0.24
6879,NCAA March Madness 2004,xb,2003.0,sports,electronic arts,0.18,0.05,0.0,0.01,0.24
6880,Lucky Luke,ps,1998.0,platform,ocean,0.13,0.09,0.0,0.02,0.24
6881,Fantastic 4,gc,2005.0,action,activision,0.19,0.05,0.0,0.01,0.24
6882,Ashes Cricket 2009,wii,2009.0,sports,codemasters,0.0,0.23,0.0,0.01,0.24
6883,Ghost Rider,psp,2007.0,action,take-two interactive,0.22,0.0,0.0,0.02,0.24
6884,Tony Hawk's American Sk8land,gba,2005.0,sports,activision,0.17,0.06,0.0,0.0,0.24
6885,Juiced 2: Hot Import Nights,ds,2007.0,racing,thq,0.22,0.0,0.0,0.02,0.24
6886,Are You Smarter than a 5th Grader? Game Time,ds,2009.0,puzzle,thq,0.22,0.0,0.0,0.02,0.24
6887,Amazing Adventures: The Forgotten Ruins,ds,2008.0,adventure,popcap games,0.13,0.08,0.0,0.02,0.24
6888,Densetsu no Stafi 3,gba,2004.0,platform,nintendo,0.0,0.0,0.23,0.01,0.24
6889,Forsaken,ps,1998.0,shooter,acclaim entertainment,0.13,0.09,0.0,0.02,0.24
6890,Ratchet & Clank: Going Commando (JP weekly sales),ps2,2003.0,action,sony computer entertainment,0.0,0.0,0.24,0.0,0.24
6891,Pictionary: Ultimate Edition,ps3,2011.0,misc,thq,0.15,0.06,0.0,0.03,0.24
6892,LEGO The Hobbit,3ds,2014.0,action,warner bros. interactive entertainment,0.09,0.13,0.0,0.02,0.24
6893,Samurai Warriors 4,ps4,2014.0,action,tecmo koei,0.08,0.07,0.06,0.03,0.24
6894,The Hobbit,xb,2003.0,platform,vivendi games,0.18,0.05,0.0,0.01,0.24
6895,Dance Dance Revolution: Disney Channel Edition,ps2,2008.0,simulation,konami digital entertainment,0.12,0.09,0.0,0.03,0.24
6896,DiRT Showdown,x360,2012.0,racing,codemasters,0.08,0.14,0.0,0.02,0.24
6897,Divinity II: Ego Draconis,x360,2009.0,role-playing,dtp entertainment,0.18,0.04,0.0,0.02,0.24
6898,Checkers,2600,1980.0,misc,atari,0.22,0.01,0.0,0.0,0.24
6899,Front Mission: Gun Hazard,snes,1996.0,role-playing,squaresoft,0.0,0.0,0.24,0.0,0.24
6900,X-Men: Destiny,x360,2011.0,action,activision,0.18,0.05,0.0,0.02,0.24
6901,Hello Kitty Seasons,wii,2010.0,adventure,namco bandai games,0.16,0.06,0.0,0.02,0.24
6902,Chibi-Robo! Zip Lash,3ds,2015.0,platform,nintendo,0.09,0.08,0.06,0.02,0.24
6903,4x4 EVO 2,xb,2001.0,racing,gathering of developers,0.18,0.05,0.0,0.01,0.24
6904,XS Airboat Racing,ps,2002.0,racing,xs games,0.13,0.09,0.0,0.02,0.24
6905,Lunar: Silver Star Harmony,psp,2009.0,role-playing,gungho,0.19,0.0,0.03,0.02,0.24
6906,Sherlock Holmes and the Mystery of Osborne House,ds,2010.0,adventure,focus home interactive,0.07,0.14,0.0,0.03,0.24
6907,Grand Theft Auto,gba,2004.0,action,take-two interactive,0.17,0.06,0.0,0.0,0.24
6908,Dora the Explorer: Super Star Adventures,gba,2004.0,adventure,game factory,0.17,0.06,0.0,0.0,0.24
6909,Viva Pinata: Party Animals,x360,2007.0,misc,microsoft game studios,0.19,0.03,0.0,0.02,0.24
6910,Scrabble (Others sales),ds,2009.0,puzzle,ubisoft,0.0,0.24,0.0,0.0,0.24
6911,Asura's Wrath,x360,2012.0,action,capcom,0.15,0.06,0.01,0.02,0.24
6912,Lego Star Wars: The Force Awakens,xone,2016.0,action,warner bros. interactive entertainment,0.12,0.1,0.0,0.02,0.24
6913,Dynasty Warriors 6 Empires,x360,2009.0,action,tecmo koei,0.16,0.02,0.04,0.02,0.24
6914,My Street,ps2,2003.0,misc,sony computer entertainment,0.12,0.09,0.0,0.03,0.24
6915,Wild 9,ps,1998.0,action,interplay,0.13,0.09,0.0,0.02,0.24
6916,Shadow Hearts: Covenant,ps2,2004.0,role-playing,midway games,0.12,0.09,0.0,0.03,0.24
6917,Tiger Woods PGA Tour 10,psp,2009.0,sports,electronic arts,0.12,0.07,0.0,0.05,0.24
6918,Shrek's Carnival Craze Party Games,ds,2008.0,misc,activision,0.22,0.0,0.0,0.02,0.24
6919,Angry Birds,pc,2011.0,puzzle,focus home interactive,0.0,0.18,0.0,0.05,0.24
6920,Risen 2: Dark Waters,ps3,2012.0,role-playing,deep silver,0.04,0.14,0.01,0.05,0.24
6921,Danganronpa: Trigger Happy Havoc,psp,2009.0,misc,unknown,0.0,0.0,0.24,0.0,0.24
6922,Guitar Hero Live,x360,2015.0,misc,activision,0.12,0.1,0.0,0.02,0.24
6923,Game & Wario,wiiu,2013.0,misc,nintendo,0.06,0.06,0.11,0.01,0.24
6924,PGA Tour 96,ps,1995.0,sports,electronic arts,0.13,0.09,0.0,0.02,0.24
6925,Onechanbara Z2: Chaos,ps4,2014.0,action,nippon ichi software,0.13,0.02,0.04,0.04,0.24
6926,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,x360,2009.0,role-playing,bethesda softworks,0.16,0.06,0.0,0.02,0.24
6927,Covert Ops: Nuclear Dawn,ps,2000.0,action,sony computer entertainment,0.13,0.09,0.0,0.02,0.24
6928,DanceDanceRevolution II,wii,2009.0,misc,konami digital entertainment,0.22,0.0,0.0,0.02,0.24
6929,Pictionary: Ultimate Edition,x360,2011.0,misc,thq,0.16,0.05,0.0,0.02,0.24
6930,LEGO Harry Potter: Years 5-7,psv,2012.0,action,warner bros. interactive entertainment,0.09,0.1,0.0,0.05,0.24
6931,TrackMania: Build to Race,wii,2010.0,racing,focus home interactive,0.1,0.11,0.0,0.03,0.24
6932,Nintendo Presents: Crossword Collection,ds,2009.0,puzzle,nintendo,0.0,0.21,0.0,0.02,0.24
6933,Galaga: Destination Earth,ps,2000.0,shooter,hasbro interactive,0.13,0.09,0.0,0.02,0.24
6934,G.I. Joe: The Rise of Cobra,x360,2009.0,action,electronic arts,0.17,0.05,0.0,0.02,0.24
6935,Ar tonelico Qoga: Knell of Ar Ciel,ps3,2010.0,role-playing,tecmo koei,0.08,0.01,0.13,0.01,0.24
6936,FIFA World Cup Germany 2006,xb,2006.0,sports,electronic arts,0.18,0.05,0.0,0.01,0.24
6937,Polly Pocket: Super Splash Island,gba,2003.0,action,knowledge adventure,0.17,0.06,0.0,0.0,0.24
6938,God Eater 2,psp,2013.0,role-playing,namco bandai games,0.0,0.0,0.24,0.0,0.24
6939,Tony Hawk's Downhill Jam,wii,2009.0,sports,activision,0.21,0.0,0.0,0.02,0.24
6940,Sesame Street: Elmo's Number Journey,ps,1998.0,misc,newkidco,0.13,0.09,0.0,0.02,0.24
6941,Rampage,2600,1988.0,action,activision,0.22,0.01,0.0,0.0,0.24
6942,Dark Cavern,2600,1981.0,shooter,mattel interactive,0.22,0.01,0.0,0.0,0.24
6943,Jewels of the Tropical Lost Island,ds,2010.0,puzzle,storm city games,0.11,0.1,0.0,0.02,0.24
6944,Afro Samurai,x360,2009.0,action,atari,0.16,0.05,0.0,0.02,0.24
6945,The Bureau: XCOM Declassified,x360,2013.0,shooter,take-two interactive,0.1,0.12,0.0,0.02,0.24
6946,Sands of Destruction,ds,2008.0,role-playing,sega,0.09,0.0,0.13,0.01,0.24
6947,NASCAR 2011: The Game,wii,2011.0,racing,activision,0.22,0.0,0.0,0.01,0.24
6948,Silent Hill: Book of Memories,psv,2012.0,action,konami digital entertainment,0.13,0.06,0.0,0.04,0.24
6949,Lunar Knights,ds,2006.0,role-playing,konami digital entertainment,0.17,0.01,0.04,0.02,0.24
6950,The Walking Dead: Season Two,ps4,2014.0,adventure,telltale games,0.1,0.09,0.01,0.04,0.24
6951,Epic Mickey 2: The Power of Two,wiiu,2012.0,action,disney interactive studios,0.14,0.07,0.01,0.02,0.24
6952,DC Universe Online,pc,2011.0,role-playing,sony online entertainment,0.16,0.06,0.0,0.02,0.24
6953,NASCAR 08,ps2,2007.0,racing,electronic arts,0.12,0.09,0.0,0.03,0.24
6954,Madagascar: Escape 2 Africa,ps3,2008.0,action,activision,0.12,0.08,0.0,0.04,0.23
6955,New Carnival Games,ds,2010.0,misc,take-two interactive,0.16,0.05,0.0,0.02,0.23
6956,Need For Speed: Undercover,ds,2008.0,racing,electronic arts,0.18,0.03,0.0,0.02,0.23
6957,LEGO Marvel's Avengers,wiiu,2016.0,action,warner bros. interactive entertainment,0.12,0.09,0.0,0.02,0.23
6958,Naruto: Path of the Ninja 2,ds,2006.0,role-playing,takara tomy,0.22,0.0,0.0,0.02,0.23
6959,Wallace & Gromit in Project Zoo,ps2,2003.0,platform,bam! entertainment,0.11,0.09,0.0,0.03,0.23
6960,Karaoke Revolution Volume 2,ps2,2004.0,misc,konami digital entertainment,0.11,0.09,0.0,0.03,0.23
6961,Wizards of Waverly Place: Spellbound,ds,2010.0,misc,disney interactive studios,0.16,0.06,0.0,0.02,0.23
6962,Love Plus +,ds,2010.0,simulation,konami digital entertainment,0.0,0.0,0.23,0.0,0.23
6963,Etrian Mystery Dungeon,3ds,2015.0,role-playing,nippon ichi software,0.09,0.01,0.12,0.01,0.23
6964,Mobile Suit Gundam: Climax U.C.,ps2,2006.0,action,namco bandai games,0.0,0.0,0.23,0.0,0.23
6965,Street Fighter EX2 Plus,ps,1998.0,fighting,virgin interactive,0.13,0.09,0.0,0.02,0.23
6966,The Smurfs 2,ds,2013.0,platform,ubisoft,0.0,0.21,0.0,0.02,0.23
6967,Big Family Games,wii,2009.0,misc,thq,0.0,0.22,0.0,0.02,0.23
6968,Big Beach Sports 2,wii,2009.0,sports,thq,0.09,0.12,0.0,0.03,0.23
6969,Hot Wheels: Beat That!,ds,2007.0,racing,activision,0.22,0.0,0.0,0.02,0.23
6970,Jet X20,ps2,2009.0,racing,unknown,0.11,0.09,0.0,0.03,0.23
6971,Super Robot Taisen D,gba,2003.0,strategy,banpresto,0.0,0.0,0.23,0.01,0.23
6972,NASCAR Thunder 2004,xb,2003.0,racing,electronic arts,0.18,0.05,0.0,0.01,0.23
6973,Buffy the Vampire Slayer,xb,2002.0,action,electronic arts,0.18,0.05,0.0,0.01,0.23
6974,LEGO Marvel's Avengers,psv,2016.0,action,warner bros. interactive entertainment,0.07,0.11,0.0,0.05,0.23
6975,Star Wars: The Force Unleashed II,ds,2010.0,action,lucasarts,0.18,0.04,0.0,0.02,0.23
6976,Harry Potter and the Goblet of Fire,xb,2005.0,action,electronic arts,0.18,0.05,0.0,0.01,0.23
6977,Zumba Fitness: World Party,xone,2013.0,misc,majesco entertainment,0.17,0.05,0.0,0.02,0.23
6978,Saint Seiya: Sanctuary Battle,ps3,2011.0,action,namco bandai games,0.0,0.09,0.11,0.03,0.23
6979,Girls Mode 3: Kirakira Code,3ds,2015.0,action,nintendo,0.0,0.0,0.23,0.0,0.23
6980,Meteos,ds,2005.0,puzzle,nintendo,0.15,0.01,0.06,0.01,0.23
6981,Virtua Tennis 4,x360,2011.0,sports,sega,0.11,0.1,0.01,0.02,0.23
6982,Kung Fu Panda 2,ds,2011.0,action,thq,0.16,0.05,0.0,0.02,0.23
6983,Cross Edge,ps3,2008.0,role-playing,nippon ichi software,0.14,0.02,0.05,0.02,0.23
6984,Hotel for Dogs,ds,2008.0,simulation,505 games,0.22,0.0,0.0,0.02,0.23
6985,Cabela's Big Game Hunter 2012,ps3,2011.0,sports,activision,0.17,0.03,0.0,0.03,0.23
6986,Pro Yakyuu Team o Tsukurou!,dc,1999.0,sports,sega,0.0,0.0,0.23,0.0,0.23
6987,Me & My Katamari,psp,2005.0,puzzle,namco bandai games,0.13,0.02,0.08,0.0,0.23
6988,Asphalt: Injection,psv,2011.0,action,ubisoft,0.14,0.06,0.0,0.04,0.23
6989,Total War: Attila,pc,2015.0,strategy,sega,0.09,0.13,0.0,0.02,0.23
6990,SSX On Tour,psp,2005.0,sports,electronic arts,0.19,0.02,0.0,0.02,0.23
6991,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,x360,2010.0,sports,sega,0.08,0.13,0.0,0.03,0.23
6992,World Series Baseball,xb,2002.0,sports,sega,0.17,0.05,0.0,0.01,0.23
6993,SingStar Pop Edition,ps3,2009.0,misc,sony computer entertainment,0.0,0.19,0.0,0.05,0.23
6994,Test Drive: Eve of Destruction,ps2,2004.0,racing,atari,0.11,0.09,0.0,0.03,0.23
6995,Starsky & Hutch,xb,2003.0,racing,empire interactive,0.17,0.05,0.0,0.01,0.23
6996,Dynasty Warriors: Gundam Reborn,ps3,2013.0,action,tecmo koei,0.0,0.0,0.23,0.0,0.23
6997,Hatsune Miku: Project Diva f,psv,2012.0,misc,sega,0.0,0.0,0.23,0.0,0.23
6998,The Club,ps3,2008.0,shooter,sega,0.14,0.07,0.0,0.03,0.23
6999,Carnival Island,ps3,2011.0,misc,sony computer entertainment,0.13,0.06,0.0,0.04,0.23
7000,Jeremy McGrath Supercross World,ps2,2001.0,racing,acclaim entertainment,0.11,0.09,0.0,0.03,0.23
7001,M&M's Kart Racing,wii,2007.0,racing,zoo digital publishing,0.22,0.0,0.0,0.02,0.23
7002,Rock Band Track Pack: Classic Rock,wii,2009.0,misc,mtv games,0.22,0.0,0.0,0.02,0.23
7003,The Scorpion King: Rise of the Akkadian,ps2,2002.0,action,universal interactive,0.11,0.09,0.0,0.03,0.23
7004,Let's Make a Soccer Team!,ps2,2006.0,sports,sega,0.0,0.0,0.23,0.0,0.23
7005,Looney Tunes: Acme Arsenal,wii,2007.0,action,warner bros. interactive entertainment,0.21,0.01,0.0,0.02,0.23
7006,Monster Hunter G,ps2,2005.0,role-playing,capcom,0.0,0.0,0.23,0.0,0.23
7007,All-Star Baseball 2001,n64,2000.0,sports,acclaim entertainment,0.22,0.01,0.0,0.0,0.23
7008,Pinball Hall of Fame: The Gottlieb Collection,psp,2005.0,misc,play it,0.2,0.01,0.0,0.02,0.23
7009,Sword Art Online: Lost Song,ps4,2015.0,role-playing,namco bandai games,0.09,0.1,0.0,0.04,0.23
7010,Star Wars Jedi Knight II: Jedi Outcast,gc,2002.0,shooter,activision,0.18,0.05,0.0,0.01,0.23
7011,Tom Clancy's Splinter Cell,gc,2003.0,action,ubisoft,0.18,0.05,0.0,0.01,0.23
7012,Pitfall: The Big Adventure,wii,2008.0,adventure,activision,0.2,0.02,0.0,0.02,0.23
7013,Rock Band Country Track Pack,x360,2009.0,misc,mtv games,0.22,0.0,0.0,0.02,0.23
7014,Worms: Battle Islands,wii,2010.0,strategy,thq,0.11,0.1,0.0,0.02,0.23
7015,ESPN NHL Hockey,ps2,2003.0,sports,sega,0.11,0.09,0.0,0.03,0.23
7016,Harvest Moon GB,gb,1997.0,simulation,victor interactive,0.0,0.0,0.23,0.0,0.23
